LSOAs,individual_household,All_households,percent_indi_house
E01004412,33.2,740,33.2
E01004465,28.9,543,28.9
E01004466,28.2,638,28.2
E01004467,38.7,881,38.7
E01004468,31.5,657,31.5
E01004406,37.5,731,37.5
E01004408,26.9,676,26.9
E01004409,40.2,711,40.2
E01004411,29,648,29
E01004443,23,586,23
E01004447,27.9,653,27.9
E01004392,32.5,879,32.5
E01004394,36.6,744,36.6
E01004397,27.9,849,27.9
E01004444,33.7,966,33.7
E01004446,26.1,677,26.1
E01004395,24.4,565,24.4
E01004421,20.7,604,20.7
E01004445,28.4,624,28.4
E01004448,29.8,759,29.8
E01004449,29.9,599,29.9
E01004363,19.8,506,19.8
E01004364,24.7,563,24.7
E01004366,25.4,642,25.4
E01004367,25.1,537,25.1
E01004368,33.2,720,33.2
E01004365,24.3,700,24.3
E01004405,29.2,566,29.2
E01004420,37.8,790,37.8
E01004423,36.2,697,36.2
E01033153,30.9,936,30.9
E01004362,38,676,38
E01004436,26.6,580,26.6
E01004437,40.2,762,40.2
E01004439,28.3,619,28.3
E01004442,24.7,668,24.7
E01004422,25,589,25
E01004424,27.6,627,27.6
E01004425,30.5,848,30.5
E01004426,26.6,590,26.6
E01004427,32.5,852,32.5
E01004369,24.1,615,24.1
E01004370,27.7,636,27.7
E01004372,32,744,32
E01004432,27.6,652,27.6
E01004435,28.7,749,28.7
E01004333,26.8,611,26.8
E01004334,40,637,40
E01004438,30.3,772,30.3
E01004440,25.2,794,25.2
E01004441,29.6,635,29.6
E01004371,25,615,25
E01004373,27.5,621,27.5
E01004374,27,688,27
E01004375,23.8,647,23.8
E01004376,24.8,654,24.8
E01004336,25.9,564,25.9
E01004428,30.3,653,30.3
E01004429,28.5,653,28.5
E01004430,29.9,827,29.9
E01004434,31.5,737,31.5
E01004335,27.4,645,27.4
E01004337,30.5,717,30.5
E01004338,22.4,580,22.4
E01004339,27.8,661,27.8
E01004340,31.7,698,31.7
E01004341,35.8,665,35.8
E01004327,30.1,465,30.1
E01004328,25.6,671,25.6
E01004329,26.5,671,26.5
E01004330,21.4,625,21.4
E01004331,29.8,675,29.8
E01004332,25.9,633,25.9
